id,period,datetime,network,item,type,duration
451,2000-01,1999-12-23 20:02,landline,call,landline,28
452,2000-01,1999-12-23 21:06,Orange,sms,mobile,1
453,2000-01,1999-12-24 06:58,T-Mobile,data,data,34.5
454,2000-01,1999-12-24 13:22,T-Mobile,call,mobile,4
455,2000-01,1999-12-24 13:29,Plus,call,mobile,234
456,2000-01,1999-12-24 13:56,T-Mobile,call,mobile,165
457,2000-01,1999-12-24 13:56,T-Mobile,call,mobile,3
458,2000-01,1999-12-24 17:06,Orange,sms,mobile,1
459,2000-01,1999-12-24 17:07,Orange,call,mobile,37
460,2000-01,1999-12-24 18:44,Play,call,mobile,5
461,2000-01,1999-12-24 20:44,Play,call,mobile,4
462,2000-01,1999-12-24 23:34,T-Mobile,sms,mobile,1
463,2000-01,1999-12-25 06:58,Orange,data,data,34.5
464,2000-01,1999-12-25 12:27,Orange,sms,mobile,1
465,2000-01,1999-12-26 06:58,Orange,data,data,34.5
466,2000-01,1999-12-26 11:09,Plus,call,voicemail,101
467,2000-01,1999-12-26 11:48,Orange,sms,mobile,1
468,2000-01,1999-12-27 06:58,Play,data,data,34.5
469,2000-01,1999-12-27 22:30,Play,sms,mobile,1
470,2000-01,1999-12-27 22:30,Play,sms,mobile,1
471,2000-01,1999-12-27 22:30,Play,sms,mobile,1
472,2000-01,1999-12-27 22:30,Play,sms,mobile,1
473,2000-01,1999-12-28 06:58,Plus,data,data,34.5
474,2000-01,1999-12-29 06:58,Plus,data,data,34.5
475,2000-01,1999-12-29 12:09,Plus,call,mobile,368
476,2000-01,1999-12-30 06:58,Plus,data,data,34.5
477,2000-01,1999-12-30 11:57,T-Mobile,sms,mobile,1
478,2000-01,1999-12-30 11:57,T-Mobile,sms,mobile,1
479,2000-01,1999-12-30 12:01,T-Mobile,sms,mobile,1
480,2000-01,1999-12-30 12:01,T-Mobile,sms,mobile,1
481,2000-01,1999-12-30 12:02,T-Mobile,sms,mobile,1
482,2000-01,1999-12-30 12:03,T-Mobile,sms,mobile,1
483,2000-01,1999-12-30 12:04,T-Mobile,sms,mobile,1
484,2000-01,1999-12-30 12:04,T-Mobile,sms,mobile,1
485,2000-01,1999-12-30 12:05,T-Mobile,sms,mobile,1
486,2000-01,1999-12-30 12:05,T-Mobile,sms,mobile,1
487,2000-01,1999-12-30 12:05,T-Mobile,sms,mobile,1
488,2000-01,1999-12-30 12:05,T-Mobile,sms,mobile,1
489,2000-01,1999-12-30 12:06,T-Mobile,sms,mobile,1
490,2000-01,1999-12-30 12:10,T-Mobile,sms,mobile,1
491,2000-01,1999-12-30 12:10,T-Mobile,sms,mobile,1
492,2000-01,1999-12-30 12:10,T-Mobile,sms,mobile,1
493,2000-01,1999-12-30 12:13,T-Mobile,sms,mobile,1
494,2000-01,1999-12-30 12:14,T-Mobile,sms,mobile,1
495,2000-01,1999-12-30 12:14,T-Mobile,sms,mobile,1
496,2000-01,1999-12-31 06:58,Play,data,data,34.5
497,2000-01,1999-12-31 13:00,Play,call,mobile,5
498,2000-01,1999-12-31 13:03,Play,call,mobile,358
499,2000-01,1999-12-31 13:49,landline,call,landline,526
500,2000-01,1999-12-31 23:05,Orange,sms,mobile,1
501,2000-01,1999-12-31 23:37,Orange,sms,mobile,1
502,2000-01,1999-12-31 23:37,Orange,sms,mobile,1
503,2000-01,1999-12-31 23:37,Orange,sms,mobile,1
504,2000-01,2000-01-01 06:58,Play,data,data,34.5
505,2000-01,2000-01-02 06:58,Play,data,data,34.5
506,2000-01,2000-01-02 11:27,Orange,call,mobile,640
507,2000-01,2000-01-02 23:26,Play,sms,mobile,1
508,2000-01,2000-01-02 23:28,Play,sms,mobile,1
509,2000-01,2000-01-03 06:58,Orange,data,data,34.5
510,2000-01,2000-01-03 12:01,Orange,call,mobile,158
511,2000-01,2000-01-04 00:57,T-Mobile,call,mobile,104
512,2000-01,2000-01-04 06:58,T-Mobile,data,data,34.5
513,2000-01,2000-01-04 14:20,Orange,call,mobile,3
514,2000-01,2000-01-04 14:31,Orange,call,mobile,6
515,2000-01,2000-01-04 14:32,Orange,call,mobile,41
516,2000-01,2000-01-05 06:58,T-Mobile,data,data,34.5
517,2000-01,2000-01-05 09:49,landline,call,landline,56
518,2000-01,2000-01-05 09:51,landline,call,landline,128
519,2000-01,2000-01-05 10:10,T-Mobile,call,mobile,77
520,2000-01,2000-01-05 10:25,T-Mobile,call,mobile,5
521,2000-01,2000-01-05 10:25,T-Mobile,sms,mobile,1
522,2000-01,2000-01-05 10:52,T-Mobile,sms,mobile,1
523,2000-01,2000-01-05 10:56,landline,call,landline,144
524,2000-01,2000-01-05 11:58,Play,call,mobile,99
525,2000-01,2000-01-05 14:29,landline,call,landline,60
526,2000-01,2000-01-05 16:41,T-Mobile,call,mobile,682
527,2000-01,2000-01-05 17:22,Plus,call,mobile,36
528,2000-01,2000-01-05 20:23,T-Mobile,call,mobile,734
529,2000-01,2000-01-06 06:58,T-Mobile,data,data,34.5
530,2000-01,2000-01-06 09:04,T-Mobile,sms,mobile,1
531,2000-01,2000-01-06 09:04,T-Mobile,sms,mobile,1
532,2000-01,2000-01-06 13:28,Play,call,mobile,16
533,2000-01,2000-01-06 13:29,Orange,call,mobile,295
534,2000-01,2000-01-06 13:55,Orange,sms,mobile,1
535,2000-01,2000-01-06 19:17,Play,call,mobile,106
536,2000-01,2000-01-06 20:40,Orange,call,mobile,29
537,2000-01,2000-01-07 06:58,Play,data,data,34.5
538,2000-01,2000-01-07 09:28,Orange,sms,mobile,1
539,2000-01,2000-01-07 21:20,Orange,sms,mobile,1
540,2000-01,2000-01-07 21:20,Orange,sms,mobile,1
541,2000-01,2000-01-08 06:58,Play,data,data,34.5
542,2000-01,2000-01-08 15:02,Play,call,mobile,4
543,2000-01,2000-01-08 15:10,Play,call,mobile,3
544,2000-01,2000-01-08 15:10,Play,call,mobile,23
545,2000-01,2000-01-08 20:15,Plus,call,mobile,290
546,2000-01,2000-01-08 20:26,Orange,sms,mobile,1
547,2000-01,2000-01-08 20:30,Plus,call,mobile,12
548,2000-01,2000-01-08 20:31,T-Mobile,call,mobile,1247
549,2000-01,2000-01-08 22:41,Orange,sms,mobile,1
550,2000-01,2000-01-08 22:41,Orange,sms,mobile,1
551,2000-01,2000-01-08 22:52,Orange,sms,mobile,1
552,2000-01,2000-01-08 22:52,Orange,sms,mobile,1
553,2000-01,2000-01-08 23:06,Orange,sms,mobile,1
554,2000-01,2000-01-08 23:06,Orange,sms,mobile,1
555,2000-01,2000-01-09 06:58,Orange,data,data,34.5
556,2000-01,2000-01-09 09:25,Play,sms,mobile,1
557,2000-01,2000-01-09 09:43,T-Mobile,call,mobile,33
558,2000-01,2000-01-09 10:07,Orange,call,mobile,4
559,2000-01,2000-01-09 17:32,Orange,call,mobile,57
560,2000-01,2000-01-10 06:58,Orange,data,data,34.5
561,2000-01,2000-01-10 14:10,T-Mobile,call,mobile,2
562,2000-01,2000-01-10 14:36,Orange,call,mobile,6
563,2000-01,2000-01-10 14:44,Orange,call,mobile,398
564,2000-01,2000-01-10 15:58,Play,call,mobile,412
565,2000-01,2000-01-10 16:57,T-Mobile,call,mobile,568
566,2000-01,2000-01-10 21:16,Orange,sms,mobile,1
567,2000-01,2000-01-10 21:16,Orange,sms,mobile,1
568,2000-01,2000-01-11 06:58,Play,data,data,34.5
569,2000-01,2000-01-11 13:29,Orange,sms,mobile,1
570,2000-01,2000-01-11 13:54,T-Mobile,call,mobile,201
571,2000-01,2000-01-12 06:58,Play,data,data,34.5
572,2000-01,2000-01-12 12:01,Play,call,mobile,18
573,2000-01,2000-01-12 12:01,Play,call,mobile,7
574,2000-01,2000-01-12 18:23,T-Mobile,call,mobile,4
575,2000-01,2000-01-12 18:26,Orange,sms,mobile,1
576,2000-01,2000-01-12 18:26,Orange,sms,mobile,1
577,2000-02,2000-01-13 06:58,T-Mobile,data,data,34.5
578,2000-01,2000-01-13 15:04,T-Mobile,call,mobile,503
579,2000-01,2000-01-13 19:09,T-Mobile,sms,mobile,1
580,2000-01,2000-01-13 19:44,T-Mobile,sms,mobile,1
581,2000-01,2000-01-13 19:44,T-Mobile,sms,mobile,1
582,2000-01,2000-01-13 19:57,Orange,sms,mobile,1
583,2000-01,2000-01-13 19:57,Orange,sms,mobile,1
584,2000-01,2000-01-13 19:58,landline,call,landline,105
585,2000-01,2000-01-13 20:00,landline,call,landline,466
586,2000-02,2000-01-14 06:58,Play,data,data,34.5
587,2000-01,2000-01-14 17:15,landline,call,landline,13
588,2000-01,2000-01-14 19:16,T-Mobile,call,mobile,397
589,2000-01,2000-01-14 20:47,T-Mobile,call,mobile,36
590,2000-01,2000-01-14 23:34,Orange,sms,mobile,1
591,2000-01,2000-01-14 23:34,Orange,sms,mobile,1
592,2000-01,2000-01-14 23:35,T-Mobile,sms,mobile,1
593,2000-01,2000-01-14 23:36,T-Mobile,sms,mobile,1
594,2000-02,2000-01-15 06:58,Play,data,data,34.5
595,2000-02,2000-01-15 10:36,T-Mobile,call,mobile,28
596,2000-02,2000-01-15 12:23,Play,sms,special,1
597,2000-02,2000-01-15 17:22,Plus,call,mobile,168
598,2000-02,2000-01-16 06:58,T-Mobile,data,data,34.5
599,2000-02,2000-01-16 09:45,Play,call,mobile,1
600,2000-02,2000-01-16 09:56,Play,call,mobile,61
601,2000-02,2000-01-16 10:17,T-Mobile,call,mobile,14
602,2000-02,2000-01-16 10:25,T-Mobile,call,mobile,20
603,2000-02,2000-01-16 17:46,Plus,call,mobile,411
604,2000-02,2000-01-16 18:07,Orange,sms,mobile,1
605,2000-02,2000-01-16 18:07,Orange,sms,mobile,1
606,2000-02,2000-01-16 18:07,Orange,sms,mobile,1
607,2000-02,2000-01-16 18:07,Orange,sms,mobile,1
608,2000-02,2000-01-16 18:07,T-Mobile,sms,mobile,1
609,2000-02,2000-01-16 18:07,T-Mobile,sms,mobile,1
610,2000-02,2000-01-17 06:58,T-Mobile,data,data,34.5
611,2000-02,2000-01-17 18:50,T-Mobile,call,mobile,78
612,2000-02,2000-01-17 21:59,Plus,call,mobile,82
613,2000-02,2000-01-18 06:58,T-Mobile,data,data,34.5
614,2000-02,2000-01-18 16:27,T-Mobile,call,mobile,478
615,2000-02,2000-01-18 17:04,Plus,call,mobile,700
616,2000-02,2000-01-19 06:58,Plus,data,data,34.5
617,2000-02,2000-01-19 12:44,Orange,sms,mobile,1
618,2000-02,2000-01-19 19:57,Plus,call,mobile,103
619,2000-02,2000-01-19 20:08,Plus,call,mobile,53
620,2000-02,2000-01-19 20:14,Plus,call,mobile,38
621,2000-02,2000-01-20 06:58,Orange,data,data,34.5
622,2000-02,2000-01-20 15:08,Orange,sms,mobile,1
623,2000-02,2000-01-20 19:49,Orange,sms,mobile,1
624,2000-02,2000-01-20 20:23,Orange,sms,mobile,1
625,2000-02,2000-01-21 06:58,T-Mobile,data,data,34.5
626,2000-02,2000-01-21 10:13,T-Mobile,call,mobile,48
627,2000-02,2000-01-21 14:36,Plus,call,voicemail,93
628,2000-02,2000-01-21 14:44,Orange,sms,mobile,1
629,2000-02,2000-01-21 15:56,Plus,call,voicemail,27
630,2000-02,2000-01-21 15:57,T-Mobile,call,mobile,265
631,2000-02,2000-01-21 18:04,Plus,call,mobile,777
632,2000-02,2000-01-21 19:38,Play,call,mobile,1090
633,2000-02,2000-01-21 19:59,Orange,call,mobile,491
634,2000-02,2000-01-22 06:58,Orange,data,data,34.5
635,2000-02,2000-01-22 18:59,Orange,call,voicemail,41
636,2000-02,2000-01-22 19:00,Orange,call,mobile,1107
637,2000-02,2000-01-23 06:58,Play,data,data,34.5
638,2000-02,2000-01-23 12:56,landline,call,landline,29
639,2000-02,2000-01-23 14:32,Plus,call,mobile,200
640,2000-02,2000-01-23 15:09,T-Mobile,call,mobile,129
641,2000-02,2000-01-23 15:22,Orange,sms,mobile,1
642,2000-02,2000-01-23 15:24,Orange,sms,mobile,1
643,2000-02,2000-01-23 15:37,Orange,sms,mobile,1
644,2000-02,2000-01-23 21:22,Plus,call,mobile,206
645,2000-02,2000-01-24 06:58,Play,data,data,34.5
646,2000-02,2000-01-25 06:58,Play,data,data,34.5
647,2000-02,2000-01-25 09:16,Orange,call,mobile,4
648,2000-02,2000-01-25 16:55,T-Mobile,call,mobile,1863
649,2000-02,2000-01-26 06:58,Play,data,data,34.5
650,2000-02,2000-01-26 16:54,T-Mobile,call,mobile,104
651,2000-02,2000-01-26 17:15,T-Mobile,call,mobile,501
652,2000-02,2000-01-27 06:58,Plus,data,data,34.5
653,2000-02,2000-01-27 09:36,T-Mobile,call,mobile,37
654,2000-02,2000-01-27 10:55,Play,call,mobile,36
655,2000-02,2000-01-28 06:58,Plus,data,data,34.5
656,2000-02,2000-01-28 09:44,Orange,call,mobile,8
657,2000-02,2000-01-28 10:02,landline,call,landline,7
658,2000-02,2000-01-28 15:53,landline,call,landline,272
659,2000-02,2000-01-29 06:58,Plus,data,data,34.5
660,2000-02,2000-01-29 11:35,Orange,sms,mobile,1
661,2000-02,2000-01-29 11:50,Orange,sms,mobile,1
662,2000-02,2000-01-29 17:11,Plus,call,mobile,255
663,2000-02,2000-01-29 17:19,Orange,sms,mobile,1
664,2000-02,2000-01-29 17:58,T-Mobile,call,mobile,362
665,2000-02,2000-01-29 18:05,Plus,call,mobile,100
666,2000-02,2000-01-29 19:27,Plus,call,mobile,74
667,2000-02,2000-01-30 06:58,Orange,data,data,34.5
668,2000-02,2000-01-30 19:43,Plus,call,mobile,33
669,2000-02,2000-01-30 19:56,Plus,call,mobile,45
670,2000-02,2000-01-31 06:58,Orange,data,data,34.5
671,2000-02,2000-01-31 12:48,Plus,call,mobile,31
672,2000-02,2000-01-31 13:14,Orange,call,mobile,7
673,2000-02,2000-02-01 06:58,Plus,data,data,34.5
674,2000-02,2000-02-01 13:33,landline,call,landline,103
675,2000-02,2000-02-02 06:58,Plus,data,data,34.5
676,2000-02,2000-02-02 17:11,Plus,call,mobile,280
677,2000-02,2000-02-02 17:16,Plus,call,mobile,183
678,2000-02,2000-02-02 17:35,Plus,sms,mobile,1
679,2000-02,2000-02-02 17:35,Plus,sms,mobile,1
680,2000-02,2000-02-02 17:35,T-Mobile,sms,mobile,1
681,2000-02,2000-02-02 17:35,T-Mobile,sms,mobile,1
682,2000-02,2000-02-02 18:17,landline,call,landline,7
683,2000-02,2000-02-03 06:58,T-Mobile,data,data,34.5
684,2000-02,2000-02-03 14:45,T-Mobile,call,mobile,6
685,2000-02,2000-02-04 06:58,Plus,data,data,34.5
686,2000-02,2000-02-04 12:36,Orange,call,voicemail,21
687,2000-02,2000-02-04 14:52,Plus,call,mobile,227
688,2000-02,2000-02-04 17:04,Orange,sms,special,1
689,2000-02,2000-02-05 06:58,Plus,data,data,34.5
690,2000-02,2000-02-05 13:37,T-Mobile,call,voicemail,62
691,2000-02,2000-02-05 13:38,landline,call,landline,91
692,2000-02,2000-02-06 06:58,Orange,data,data,34.5
693,2000-02,2000-02-06 10:36,T-Mobile,call,voicemail,24
694,2000-02,2000-02-06 10:37,Orange,call,mobile,128
695,2000-02,2000-02-06 18:39,T-Mobile,call,mobile,23
696,2000-02,2000-02-06 18:41,T-Mobile,call,mobile,51
697,2000-02,2000-02-07 06:58,Orange,data,data,34.5
698,2000-02,2000-02-07 09:48,Orange,sms,mobile,1
699,2000-02,2000-02-07 09:48,Orange,sms,mobile,1
700,2000-02,2000-02-07 10:03,Orange,call,mobile,119
701,2000-02,2000-02-07 11:13,Orange,sms,mobile,1
702,2000-02,2000-02-07 11:37,T-Mobile,call,mobile,4
703,2000-02,2000-02-07 15:04,Orange,sms,mobile,1
704,2000-02,2000-02-07 16:06,T-Mobile,sms,mobile,1
705,2000-02,2000-02-07 16:11,T-Mobile,sms,mobile,1
706,2000-02,2000-02-07 16:11,T-Mobile,sms,mobile,1
707,2000-02,2000-02-07 16:16,T-Mobile,sms,mobile,1
708,2000-02,2000-02-07 16:27,landline,call,landline,141
709,2000-02,2000-02-07 17:33,T-Mobile,call,mobile,795
710,2000-02,2000-02-07 17:56,Plus,call,mobile,121
711,2000-02,2000-02-07 18:23,T-Mobile,call,mobile,2
712,2000-02,2000-02-07 22:18,T-Mobile,sms,mobile,1
713,2000-02,2000-02-07 22:30,T-Mobile,sms,mobile,1
714,2000-02,2000-02-07 22:30,T-Mobile,sms,mobile,1
715,2000-02,2000-02-08 06:58,T-Mobile,data,data,34.5
716,2000-02,2000-02-08 20:54,landline,call,landline,80
717,2000-02,2000-02-09 06:58,T-Mobile,data,data,34.5
718,2000-02,2000-02-09 09:08,T-Mobile,call,mobile,653
719,2000-02,2000-02-09 17:41,T-Mobile,call,mobile,729
720,2000-02,2000-02-09 17:54,T-Mobile,call,mobile,89
721,2000-02,2000-02-09 18:32,Orange,sms,mobile,1
722,2000-02,2000-02-09 22:54,Play,sms,mobile,1
723,2000-02,2000-02-10 00:24,Orange,sms,mobile,1
724,2000-02,2000-02-10 00:24,Orange,sms,mobile,1
725,2000-02,2000-02-10 06:58,T-Mobile,data,data,34.5
726,2000-02,2000-02-10 21:40,Orange,sms,mobile,1
727,2000-02,2000-02-11 06:58,Orange,data,data,34.5
728,2000-02,2000-02-12 06:58,Orange,data,data,34.5
729,2000-03,2000-02-12 20:15,landline,call,landline,69
730,2000-03,2000-02-12 20:51,Plus,call,mobile,86
731,2000-03,2000-02-13 06:58,Orange,data,data,34.5
732,2000-03,2000-02-13 10:58,Orange,call,mobile,451
733,2000-03,2000-02-13 21:13,Orange,call,mobile,8
734,2000-03,2000-02-14 06:58,T-Mobile,data,data,34.5
735,2000-03,2000-02-14 15:40,T-Mobile,call,mobile,106
736,2000-03,2000-02-14 16:06,Plus,call,mobile,148
737,2000-03,2000-02-15 06:58,Plus,data,data,34.5
738,2000-03,2000-02-15 18:44,landline,call,landline,21
739,2000-03,2000-02-16 06:58,Play,data,data,34.5
740,2000-03,2000-02-17 06:58,Play,data,data,34.5
741,2000-03,2000-02-17 15:59,Play,call,mobile,24
742,2000-03,2000-02-17 19:09,T-Mobile,call,mobile,2328
743,2000-03,2000-02-18 06:58,Plus,data,data,34.5
744,2000-03,2000-02-18 18:49,Plus,call,mobile,165
745,2000-03,2000-02-18 19:56,T-Mobile,call,mobile,94
746,2000-03,2000-02-19 06:58,T-Mobile,data,data,34.5
747,2000-03,2000-02-19 18:46,Orange,sms,mobile,1
748,2000-03,2000-02-19 22:00,Orange,sms,mobile,1
749,2000-03,2000-02-19 22:00,Orange,sms,mobile,1
750,2000-03,2000-02-19 22:00,Orange,sms,mobile,1
751,2000-03,2000-02-20 06:58,T-Mobile,data,data,34.5
752,2000-03,2000-02-20 13:45,Orange,call,mobile,68
753,2000-03,2000-02-21 06:58,Orange,data,data,34.5
754,2000-03,2000-02-22 06:58,Orange,data,data,34.5
755,2000-03,2000-02-23 06:58,Orange,data,data,34.5
756,2000-03,2000-02-23 20:49,landline,call,landline,182
757,2000-03,2000-02-24 06:58,T-Mobile,data,data,34.5
758,2000-03,2000-02-24 10:05,T-Mobile,call,voicemail,107
759,2000-03,2000-02-24 13:32,T-Mobile,sms,mobile,1
760,2000-03,2000-02-24 13:32,T-Mobile,sms,mobile,1
761,2000-03,2000-02-25 06:58,Plus,data,data,34.5
762,2000-03,2000-02-25 12:56,Plus,call,mobile,117
763,2000-03,2000-02-25 12:58,Orange,call,mobile,129
764,2000-03,2000-02-25 13:15,T-Mobile,call,mobile,356
765,2000-03,2000-02-25 13:21,Plus,sms,mobile,1
766,2000-03,2000-02-25 13:22,Plus,sms,mobile,1
767,2000-03,2000-02-25 13:22,Plus,sms,mobile,1
768,2000-03,2000-02-25 13:22,Plus,sms,mobile,1
769,2000-03,2000-02-25 13:26,Plus,call,mobile,194
770,2000-03,2000-02-25 13:46,Plus,call,mobile,229
771,2000-03,2000-02-25 15:45,Orange,call,mobile,32
772,2000-03,2000-02-26 06:58,Orange,data,data,34.5
773,2000-03,2000-02-26 16:38,Orange,call,mobile,570
774,2000-03,2000-02-26 22:34,Plus,call,voicemail,29
775,2000-03,2000-02-27 06:58,T-Mobile,data,data,34.5
776,2000-03,2000-02-27 13:50,T-Mobile,call,mobile,27
777,2000-03,2000-02-27 14:33,T-Mobile,call,mobile,107
778,2000-03,2000-02-27 14:36,Orange,call,mobile,128
779,2000-03,2000-02-28 06:58,T-Mobile,data,data,34.5
780,2000-03,2000-02-28 14:09,landline,call,landline,335
781,2000-03,2000-02-28 14:57,Play,call,mobile,49
782,2000-03,2000-02-28 15:09,T-Mobile,call,mobile,5
783,2000-03,2000-02-28 15:49,landline,call,landline,305
784,2000-03,2000-02-28 16:00,landline,call,landline,207
785,2000-03,2000-02-28 17:13,landline,call,landline,11
786,2000-03,2000-02-28 17:14,landline,call,landline,3
787,2000-03,2000-02-28 17:17,landline,call,landline,33
788,2000-03,2000-02-28 21:25,T-Mobile,call,mobile,357
789,2000-03,2000-02-28 21:55,Orange,sms,mobile,1
790,2000-03,2000-02-28 22:39,T-Mobile,sms,mobile,1
791,2000-03,2000-03-01 06:58,T-Mobile,data,data,34.5
792,2000-03,2000-03-01 12:19,Play,call,mobile,9
793,2000-03,2000-03-02 06:58,Play,data,data,34.5
794,2000-03,2000-03-02 09:19,Orange,sms,mobile,1
795,2000-03,2000-03-02 09:19,Orange,sms,mobile,1
796,2000-03,2000-03-02 09:23,Orange,sms,mobile,1
797,2000-03,2000-03-02 09:30,Orange,sms,mobile,1
798,2000-03,2000-03-02 09:30,Orange,sms,mobile,1
799,2000-03,2000-03-02 13:07,T-Mobile,call,mobile,463
800,2000-03,2000-03-02 14:53,Plus,call,voicemail,2
801,2000-03,2000-03-02 14:54,Plus,call,voicemail,93
802,2000-03,2000-03-02 17:35,Play,call,mobile,192
803,2000-03,2000-03-02 20:48,Plus,call,mobile,34
804,2000-03,2000-03-03 06:58,Plus,data,data,34.5
805,2000-03,2000-03-03 09:57,landline,call,landline,76
806,2000-03,2000-03-03 09:59,T-Mobile,call,mobile,355
807,2000-03,2000-03-03 10:12,AT&T,call,international,745
808,2000-03,2000-03-03 10:27,Orange,call,mobile,57
809,2000-03,2000-03-03 14:34,AT&T,call,international,1325
810,2000-03,2000-03-03 18:36,T-Mobile,call,mobile,768
811,2000-03,2000-03-04 06:58,Orange,data,data,34.5
812,2000-03,2000-03-04 07:02,Orange,sms,mobile,1
813,2000-03,2000-03-04 07:16,Orange,sms,mobile,1
814,2000-03,2000-03-04 10:30,T-Mobile,sms,mobile,1
815,2000-03,2000-03-04 10:30,T-Mobile,sms,mobile,1
816,2000-03,2000-03-04 12:29,landline,call,landline,10528
817,2000-03,2000-03-05 06:58,T-Mobile,data,data,34.5
818,2000-03,2000-03-06 06:58,T-Mobile,data,data,34.5
819,2000-03,2000-03-07 06:58,T-Mobile,data,data,34.5
820,2000-03,2000-03-08 06:58,T-Mobile,data,data,34.5
821,2000-03,2000-03-09 06:58,T-Mobile,data,data,34.5
822,2000-03,2000-03-10 06:58,T-Mobile,data,data,34.5
823,2000-03,2000-03-11 06:58,T-Mobile,data,data,34.5
824,2000-03,2000-03-12 06:58,T-Mobile,data,data,34.5
825,2000-03,2000-03-13 00:38,AT&T,sms,international,1
826,2000-03,2000-03-13 00:39,Orange,sms,mobile,1
827,2000-03,2000-03-13 06:58,Orange,data,data,34.5
828,2000-03,2000-03-14 00:13,AT&T,sms,international,1
829,2000-03,2000-03-14 00:16,AT&T,sms,international,1
